"Idade","Sexo","CodTempo","Tempo","CodEspazo","Espazo","DatoN","DatoT"
"44","Mulleres",2019,"2019","32","32 Ourense",2225,"2.225"
"44","Mulleres",2019,"2019","36","36 Pontevedra",8169,"8.169"
"44","Mulleres",2020,"2020","15","15 A Coruña",9846,"9.846"
"44","Mulleres",2020,"2020","27","27 Lugo",2496,"2.496"
"44","Mulleres",2020,"2020","32","32 Ourense",2310,"2.310"
"44","Mulleres",2020,"2020","36","36 Pontevedra",8589,"8.589"
"44","Mulleres",2021,"2021","15","15 A Coruña",9816,"9.816"
"44","Mulleres",2021,"2021","27","27 Lugo",2552,"2.552"
"44","Mulleres",2021,"2021","32","32 Ourense",2438,"2.438"
"44","Mulleres",2021,"2021","36","36 Pontevedra",8729,"8.729"
"45","Homes",1998,"1998","15","15 A Coruña",7385,"7.385"
"45","Homes",1998,"1998","27","27 Lugo",2347,"2.347"
"45","Homes",1998,"1998","32","32 Ourense",2017,"2.017"
"45","Homes",1998,"1998","36","36 Pontevedra",5883,"5.883"
"45","Homes",1999,"1999","15","15 A Coruña",7201,"7.201"
"45","Homes",1999,"1999","27","27 Lugo",2368,"2.368"
"45","Homes",1999,"1999","32","32 Ourense",2030,"2.030"
"45","Homes",1999,"1999","36","36 Pontevedra",5835,"5.835"
"45","Homes",2000,"2000","15","15 A Coruña",7259,"7.259"
"45","Homes",2000,"2000","27","27 Lugo",2375,"2.375"
"45","Homes",2000,"2000","32","32 Ourense",2154,"2.154"
"45","Homes",2000,"2000","36","36 Pontevedra",5699,"5.699"
"45","Homes",2001,"2001","15","15 A Coruña",7414,"7.414"
"45","Homes",2001,"2001","27","27 Lugo",2469,"2.469"
"45","Homes",2001,"2001","32","32 Ourense",2052,"2.052"
"45","Homes",2001,"2001","36","36 Pontevedra",5912,"5.912"
"45","Homes",2002,"2002","15","15 A Coruña",7576,"7.576"
"45","Homes",2002,"2002","27","27 Lugo",2524,"2.524"
"45","Homes",2002,"2002","32","32 Ourense",2136,"2.136"
"45","Homes",2002,"2002","36","36 Pontevedra",6068,"6.068"
"45","Homes",2003,"2003","15","15 A Coruña",7935,"7.935"
"45","Homes",2003,"2003","27","27 Lugo",2518,"2.518"
"45","Homes",2003,"2003","32","32 Ourense",2236,"2.236"
"45","Homes",2003,"2003","36","36 Pontevedra",6277,"6.277"
"45","Homes",2004,"2004","15","15 A Coruña",7956,"7.956"
"45","Homes",2004,"2004","27","27 Lugo",2553,"2.553"
"45","Homes",2004,"2004","32","32 Ourense",2265,"2.265"
"45","Homes",2004,"2004","36","36 Pontevedra",6452,"6.452"
"45","Homes",2005,"2005","15","15 A Coruña",8216,"8.216"
"45","Homes",2005,"2005","27","27 Lugo",2610,"2.610"
"45","Homes",2005,"2005","32","32 Ourense",2273,"2.273"
"45","Homes",2005,"2005","36","36 Pontevedra",6633,"6.633"
"45","Homes",2006,"2006","15","15 A Coruña",8380,"8.380"
"45","Homes",2006,"2006","27","27 Lugo",2733,"2.733"
"45","Homes",2006,"2006","32","32 Ourense",2365,"2.365"
"45","Homes",2006,"2006","36","36 Pontevedra",6983,"6.983"
"45","Homes",2007,"2007","15","15 A Coruña",8128,"8.128"
"45","Homes",2007,"2007","27","27 Lugo",2693,"2.693"
"45","Homes",2007,"2007","32","32 Ourense",2364,"2.364"
"45","Homes",2007,"2007","36","36 Pontevedra",6651,"6.651"
"45","Homes",2008,"2008","15","15 A Coruña",8247,"8.247"
"45","Homes",2008,"2008","27","27 Lugo",2656,"2.656"
"45","Homes",2008,"2008","32","32 Ourense",2223,"2.223"
"45","Homes",2008,"2008","36","36 Pontevedra",6761,"6.761"
"45","Homes",2009,"2009","15","15 A Coruña",8353,"8.353"
"45","Homes",2009,"2009","27","27 Lugo",2552,"2.552"
"45","Homes",2009,"2009","32","32 Ourense",2210,"2.210"
"45","Homes",2009,"2009","36","36 Pontevedra",6819,"6.819"
"45","Homes",2010,"2010","15","15 A Coruña",8648,"8.648"
"45","Homes",2010,"2010","27","27 Lugo",2615,"2.615"
"45","Homes",2010,"2010","32","32 Ourense",2275,"2.275"
"45","Homes",2010,"2010","36","36 Pontevedra",7010,"7.010"
"45","Homes",2011,"2011","15","15 A Coruña",8553,"8.553"
"45","Homes",2011,"2011","27","27 Lugo",2519,"2.519"
"45","Homes",2011,"2011","32","32 Ourense",2263,"2.263"
"45","Homes",2011,"2011","36","36 Pontevedra",7164,"7.164"
"45","Homes",2012,"2012","15","15 A Coruña",8437,"8.437"
"45","Homes",2012,"2012","27","27 Lugo",2549,"2.549"
"45","Homes",2012,"2012","32","32 Ourense",2263,"2.263"
"45","Homes",2012,"2012","36","36 Pontevedra",7477,"7.477"
"45","Homes",2013,"2013","15","15 A Coruña",8755,"8.755"
"45","Homes",2013,"2013","27","27 Lugo",2564,"2.564"
"45","Homes",2013,"2013","32","32 Ourense",2404,"2.404"
"45","Homes",2013,"2013","36","36 Pontevedra",7668,"7.668"
"45","Homes",2014,"2014","15","15 A Coruña",8809,"8.809"
"45","Homes",2014,"2014","27","27 Lugo",2546,"2.546"
"45","Homes",2014,"2014","32","32 Ourense",2356,"2.356"
"45","Homes",2014,"2014","36","36 Pontevedra",7705,"7.705"
"45","Homes",2015,"2015","15","15 A Coruña",8741,"8.741"
"45","Homes",2015,"2015","27","27 Lugo",2439,"2.439"
"45","Homes",2015,"2015","32","32 Ourense",2243,"2.243"
"45","Homes",2015,"2015","36","36 Pontevedra",7679,"7.679"
"45","Homes",2016,"2016","15","15 A Coruña",8750,"8.750"
"45","Homes",2016,"2016","27","27 Lugo",2358,"2.358"
"45","Homes",2016,"2016","32","32 Ourense",2271,"2.271"
"45","Homes",2016,"2016","36","36 Pontevedra",7687,"7.687"
"45","Homes",2017,"2017","15","15 A Coruña",8957,"8.957"
"45","Homes",2017,"2017","27","27 Lugo",2370,"2.370"
"45","Homes",2017,"2017","32","32 Ourense",2195,"2.195"
"45","Homes",2017,"2017","36","36 Pontevedra",7703,"7.703"
"45","Homes",2018,"2018","15","15 A Coruña",9295,"9.295"
"45","Homes",2018,"2018","27","27 Lugo",2351,"2.351"
"45","Homes",2018,"2018","32","32 Ourense",2148,"2.148"
"45","Homes",2018,"2018","36","36 Pontevedra",7973,"7.973"
"45","Homes",2019,"2019","15","15 A Coruña",9141,"9.141"
"45","Homes",2019,"2019","27","27 Lugo",2370,"2.370"
"45","Homes",2019,"2019","32","32 Ourense",2155,"2.155"
"45","Homes",2019,"2019","36","36 Pontevedra",7926,"7.926"
"45","Homes",2020,"2020","15","15 A Coruña",9445,"9.445"
"45","Homes",2020,"2020","27","27 Lugo",2514,"2.514"
"45","Homes",2020,"2020","32","32 Ourense",2222,"2.222"
"45","Homes",2020,"2020","36","36 Pontevedra",8478,"8.478"
"45","Homes",2021,"2021","15","15 A Coruña",9637,"9.637"
"45","Homes",2021,"2021","27","27 Lugo",2414,"2.414"
"45","Homes",2021,"2021","32","32 Ourense",2213,"2.213"
"45","Homes",2021,"2021","36","36 Pontevedra",8481,"8.481"
"45","Mulleres",1998,"1998","15","15 A Coruña",7498,"7.498"
"45","Mulleres",1998,"1998","27","27 Lugo",2061,"2.061"
"45","Mulleres",1998,"1998","32","32 Ourense",2044,"2.044"
"45","Mulleres",1998,"1998","36","36 Pontevedra",6048,"6.048"
"45","Mulleres",1999,"1999","15","15 A Coruña",7371,"7.371"
"45","Mulleres",1999,"1999","27","27 Lugo",2148,"2.148"
"45","Mulleres",1999,"1999","32","32 Ourense",2016,"2.016"
"45","Mulleres",1999,"1999","36","36 Pontevedra",6063,"6.063"
"45","Mulleres",2000,"2000","15","15 A Coruña",7286,"7.286"
"45","Mulleres",2000,"2000","27","27 Lugo",2155,"2.155"
"45","Mulleres",2000,"2000","32","32 Ourense",1973,"1.973"
"45","Mulleres",2000,"2000","36","36 Pontevedra",6157,"6.157"
"45","Mulleres",2001,"2001","15","15 A Coruña",7364,"7.364"
"45","Mulleres",2001,"2001","27","27 Lugo",2144,"2.144"
"45","Mulleres",2001,"2001","32","32 Ourense",1879,"1.879"
"45","Mulleres",2001,"2001","36","36 Pontevedra",6228,"6.228"
"45","Mulleres",2002,"2002","15","15 A Coruña",7841,"7.841"
"45","Mulleres",2002,"2002","27","27 Lugo",2291,"2.291"
"45","Mulleres",2002,"2002","32","32 Ourense",2081,"2.081"
"45","Mulleres",2002,"2002","36","36 Pontevedra",6596,"6.596"
"45","Mulleres",2003,"2003","15","15 A Coruña",8232,"8.232"
"45","Mulleres",2003,"2003","27","27 Lugo",2337,"2.337"
"45","Mulleres",2003,"2003","32","32 Ourense",2191,"2.191"
"45","Mulleres",2003,"2003","36","36 Pontevedra",6568,"6.568"
"45","Mulleres",2004,"2004","15","15 A Coruña",8225,"8.225"
"45","Mulleres",2004,"2004","27","27 Lugo",2467,"2.467"
"45","Mulleres",2004,"2004","32","32 Ourense",2210,"2.210"
"45","Mulleres",2004,"2004","36","36 Pontevedra",6761,"6.761"
"45","Mulleres",2005,"2005","15","15 A Coruña",8375,"8.375"
"45","Mulleres",2005,"2005","27","27 Lugo",2494,"2.494"
"45","Mulleres",2005,"2005","32","32 Ourense",2299,"2.299"
"45","Mulleres",2005,"2005","36","36 Pontevedra",6709,"6.709"
"45","Mulleres",2006,"2006","15","15 A Coruña",8437,"8.437"
"45","Mulleres",2006,"2006","27","27 Lugo",2513,"2.513"
"45","Mulleres",2006,"2006","32","32 Ourense",2399,"2.399"
"45","Mulleres",2006,"2006","36","36 Pontevedra",7090,"7.090"
"45","Mulleres",2007,"2007","15","15 A Coruña",8263,"8.263"
"45","Mulleres",2007,"2007","27","27 Lugo",2592,"2.592"
"45","Mulleres",2007,"2007","32","32 Ourense",2301,"2.301"
"45","Mulleres",2007,"2007","36","36 Pontevedra",6997,"6.997"
"45","Mulleres",2008,"2008","15","15 A Coruña",8332,"8.332"
"45","Mulleres",2008,"2008","27","27 Lugo",2545,"2.545"
"45","Mulleres",2008,"2008","32","32 Ourense",2227,"2.227"
"45","Mulleres",2008,"2008","36","36 Pontevedra",6936,"6.936"
"45","Mulleres",2009,"2009","15","15 A Coruña",8678,"8.678"
"45","Mulleres",2009,"2009","27","27 Lugo",2486,"2.486"
"45","Mulleres",2009,"2009","32","32 Ourense",2292,"2.292"
"45","Mulleres",2009,"2009","36","36 Pontevedra",6956,"6.956"
"45","Mulleres",2010,"2010","15","15 A Coruña",8811,"8.811"
"45","Mulleres",2010,"2010","27","27 Lugo",2577,"2.577"
"45","Mulleres",2010,"2010","32","32 Ourense",2277,"2.277"
"45","Mulleres",2010,"2010","36","36 Pontevedra",7175,"7.175"
"45","Mulleres",2011,"2011","15","15 A Coruña",8821,"8.821"
"45","Mulleres",2011,"2011","27","27 Lugo",2518,"2.518"
"45","Mulleres",2011,"2011","32","32 Ourense",2276,"2.276"
"45","Mulleres",2011,"2011","36","36 Pontevedra",7329,"7.329"
"45","Mulleres",2012,"2012","15","15 A Coruña",9097,"9.097"
"45","Mulleres",2012,"2012","27","27 Lugo",2646,"2.646"
"45","Mulleres",2012,"2012","32","32 Ourense",2284,"2.284"
"45","Mulleres",2012,"2012","36","36 Pontevedra",7254,"7.254"
"45","Mulleres",2013,"2013","15","15 A Coruña",8976,"8.976"
"45","Mulleres",2013,"2013","27","27 Lugo",2529,"2.529"
"45","Mulleres",2013,"2013","32","32 Ourense",2360,"2.360"
"45","Mulleres",2013,"2013","36","36 Pontevedra",7567,"7.567"
"45","Mulleres",2014,"2014","15","15 A Coruña",9134,"9.134"
"45","Mulleres",2014,"2014","27","27 Lugo",2525,"2.525"
"45","Mulleres",2014,"2014","32","32 Ourense",2304,"2.304"
"45","Mulleres",2014,"2014","36","36 Pontevedra",7598,"7.598"
"45","Mulleres",2015,"2015","15","15 A Coruña",9114,"9.114"
"45","Mulleres",2015,"2015","27","27 Lugo",2567,"2.567"
"45","Mulleres",2015,"2015","32","32 Ourense",2293,"2.293"
"45","Mulleres",2015,"2015","36","36 Pontevedra",7709,"7.709"
"45","Mulleres",2016,"2016","15","15 A Coruña",9055,"9.055"
"45","Mulleres",2016,"2016","27","27 Lugo",2416,"2.416"
"45","Mulleres",2016,"2016","32","32 Ourense",2117,"2.117"
"45","Mulleres",2016,"2016","36","36 Pontevedra",7759,"7.759"
"45","Mulleres",2017,"2017","15","15 A Coruña",9256,"9.256"
"45","Mulleres",2017,"2017","27","27 Lugo",2428,"2.428"
"45","Mulleres",2017,"2017","32","32 Ourense",2167,"2.167"
"45","Mulleres",2017,"2017","36","36 Pontevedra",7716,"7.716"
"45","Mulleres",2018,"2018","15","15 A Coruña",9242,"9.242"
"45","Mulleres",2018,"2018","27","27 Lugo",2383,"2.383"
"45","Mulleres",2018,"2018","32","32 Ourense",2152,"2.152"
"45","Mulleres",2018,"2018","36","36 Pontevedra",8072,"8.072"
"45","Mulleres",2019,"2019","15","15 A Coruña",9321,"9.321"
"45","Mulleres",2019,"2019","27","27 Lugo",2334,"2.334"
"45","Mulleres",2019,"2019","32","32 Ourense",2177,"2.177"
"45","Mulleres",2019,"2019","36","36 Pontevedra",7936,"7.936"
"45","Mulleres",2020,"2020","15","15 A Coruña",9535,"9.535"
"45","Mulleres",2020,"2020","27","27 Lugo",2397,"2.397"
"45","Mulleres",2020,"2020","32","32 Ourense",2253,"2.253"
"45","Mulleres",2020,"2020","36","36 Pontevedra",8205,"8.205"
"45","Mulleres",2021,"2021","15","15 A Coruña",9888,"9.888"
"45","Mulleres",2021,"2021","27","27 Lugo",2517,"2.517"
"45","Mulleres",2021,"2021","32","32 Ourense",2320,"2.320"
"45","Mulleres",2021,"2021","36","36 Pontevedra",8624,"8.624"
"46","Homes",1998,"1998","15","15 A Coruña",6725,"6.725"
"46","Homes",1998,"1998","27","27 Lugo",2141,"2.141"
"46","Homes",1998,"1998","32","32 Ourense",1830,"1.830"
"46","Homes",1998,"1998","36","36 Pontevedra",5311,"5.311"
"46","Homes",1999,"1999","15","15 A Coruña",7390,"7.390"
"46","Homes",1999,"1999","27","27 Lugo",2352,"2.352"
"46","Homes",1999,"1999","32","32 Ourense",2034,"2.034"
"46","Homes",1999,"1999","36","36 Pontevedra",5889,"5.889"
"46","Homes",2000,"2000","15","15 A Coruña",7179,"7.179"
"46","Homes",2000,"2000","27","27 Lugo",2368,"2.368"
"46","Homes",2000,"2000","32","32 Ourense",2056,"2.056"
"46","Homes",2000,"2000","36","36 Pontevedra",5841,"5.841"
"46","Homes",2001,"2001","15","15 A Coruña",7293,"7.293"
"46","Homes",2001,"2001","27","27 Lugo",2397,"2.397"
"46","Homes",2001,"2001","32","32 Ourense",2163,"2.163"
"46","Homes",2001,"2001","36","36 Pontevedra",5718,"5.718"
"46","Homes",2002,"2002","15","15 A Coruña",7416,"7.416"
"46","Homes",2002,"2002","27","27 Lugo",2469,"2.469"
"46","Homes",2002,"2002","32","32 Ourense",2063,"2.063"
"46","Homes",2002,"2002","36","36 Pontevedra",5920,"5.920"
"46","Homes",2003,"2003","15","15 A Coruña",7604,"7.604"
"46","Homes",2003,"2003","27","27 Lugo",2524,"2.524"
"46","Homes",2003,"2003","32","32 Ourense",2155,"2.155"
"46","Homes",2003,"2003","36","36 Pontevedra",6120,"6.120"
"46","Homes",2004,"2004","15","15 A Coruña",7911,"7.911"
"46","Homes",2004,"2004","27","27 Lugo",2530,"2.530"
"46","Homes",2004,"2004","32","32 Ourense",2228,"2.228"
"46","Homes",2004,"2004","36","36 Pontevedra",6273,"6.273"
"46","Homes",2005,"2005","15","15 A Coruña",7943,"7.943"
"46","Homes",2005,"2005","27","27 Lugo",2568,"2.568"
"46","Homes",2005,"2005","32","32 Ourense",2272,"2.272"
"46","Homes",2005,"2005","36","36 Pontevedra",6469,"6.469"
"46","Homes",2006,"2006","15","15 A Coruña",8215,"8.215"
"46","Homes",2006,"2006","27","27 Lugo",2626,"2.626"
"46","Homes",2006,"2006","32","32 Ourense",2277,"2.277"
"46","Homes",2006,"2006","36","36 Pontevedra",6652,"6.652"
"46","Homes",2007,"2007","15","15 A Coruña",8394,"8.394"
"46","Homes",2007,"2007","27","27 Lugo",2736,"2.736"
"46","Homes",2007,"2007","32","32 Ourense",2375,"2.375"
"46","Homes",2007,"2007","36","36 Pontevedra",6994,"6.994"
"46","Homes",2008,"2008","15","15 A Coruña",8178,"8.178"
"46","Homes",2008,"2008","27","27 Lugo",2696,"2.696"
"46","Homes",2008,"2008","32","32 Ourense",2372,"2.372"
"46","Homes",2008,"2008","36","36 Pontevedra",6683,"6.683"
"46","Homes",2009,"2009","15","15 A Coruña",8249,"8.249"
"46","Homes",2009,"2009","27","27 Lugo",2666,"2.666"
"46","Homes",2009,"2009","32","32 Ourense",2234,"2.234"
"46","Homes",2009,"2009","36","36 Pontevedra",6742,"6.742"
"46","Homes",2010,"2010","15","15 A Coruña",8339,"8.339"
"46","Homes",2010,"2010","27","27 Lugo",2546,"2.546"
"46","Homes",2010,"2010","32","32 Ourense",2220,"2.220"
"46","Homes",2010,"2010","36","36 Pontevedra",6809,"6.809"
"46","Homes",2011,"2011","15","15 A Coruña",8619,"8.619"
"46","Homes",2011,"2011","27","27 Lugo",2595,"2.595"
"46","Homes",2011,"2011","32","32 Ourense",2285,"2.285"
"46","Homes",2011,"2011","36","36 Pontevedra",7005,"7.005"
"46","Homes",2012,"2012","15","15 A Coruña",8523,"8.523"
"46","Homes",2012,"2012","27","27 Lugo",2511,"2.511"
"46","Homes",2012,"2012","32","32 Ourense",2249,"2.249"
"46","Homes",2012,"2012","36","36 Pontevedra",7121,"7.121"
"46","Homes",2013,"2013","15","15 A Coruña",8393,"8.393"
"46","Homes",2013,"2013","27","27 Lugo",2536,"2.536"
"46","Homes",2013,"2013","32","32 Ourense",2249,"2.249"
"46","Homes",2013,"2013","36","36 Pontevedra",7431,"7.431"
"46","Homes",2014,"2014","15","15 A Coruña",8675,"8.675"
"46","Homes",2014,"2014","27","27 Lugo",2568,"2.568"
"46","Homes",2014,"2014","32","32 Ourense",2376,"2.376"
"46","Homes",2014,"2014","36","36 Pontevedra",7604,"7.604"
"46","Homes",2015,"2015","15","15 A Coruña",8774,"8.774"
"46","Homes",2015,"2015","27","27 Lugo",2521,"2.521"
"46","Homes",2015,"2015","32","32 Ourense",2324,"2.324"
"46","Homes",2015,"2015","36","36 Pontevedra",7639,"7.639"
"46","Homes",2016,"2016","15","15 A Coruña",8682,"8.682"
"46","Homes",2016,"2016","27","27 Lugo",2433,"2.433"
"46","Homes",2016,"2016","32","32 Ourense",2218,"2.218"
"46","Homes",2016,"2016","36","36 Pontevedra",7654,"7.654"
"46","Homes",2017,"2017","15","15 A Coruña",8711,"8.711"
"46","Homes",2017,"2017","27","27 Lugo",2341,"2.341"
"46","Homes",2017,"2017","32","32 Ourense",2255,"2.255"
"46","Homes",2017,"2017","36","36 Pontevedra",7680,"7.680"
"46","Homes",2018,"2018","15","15 A Coruña",8946,"8.946"
"46","Homes",2018,"2018","27","27 Lugo",2372,"2.372"
"46","Homes",2018,"2018","32","32 Ourense",2177,"2.177"
"46","Homes",2018,"2018","36","36 Pontevedra",7702,"7.702"
"46","Homes",2019,"2019","15","15 A Coruña",9287,"9.287"
"46","Homes",2019,"2019","27","27 Lugo",2344,"2.344"
"46","Homes",2019,"2019","32","32 Ourense",2158,"2.158"
"46","Homes",2019,"2019","36","36 Pontevedra",7991,"7.991"
"46","Homes",2020,"2020","15","15 A Coruña",9181,"9.181"
"46","Homes",2020,"2020","27","27 Lugo",2389,"2.389"
"46","Homes",2020,"2020","32","32 Ourense",2172,"2.172"
"46","Homes",2020,"2020","36","36 Pontevedra",7981,"7.981"
"46","Homes",2021,"2021","15","15 A Coruña",9478,"9.478"
"46","Homes",2021,"2021","27","27 Lugo",2528,"2.528"
"46","Homes",2021,"2021","32","32 Ourense",2232,"2.232"
"46","Homes",2021,"2021","36","36 Pontevedra",8488,"8.488"
"46","Mulleres",1998,"1998","15","15 A Coruña",6940,"6.940"
"46","Mulleres",1998,"1998","27","27 Lugo",1881,"1.881"
"46","Mulleres",1998,"1998","32","32 Ourense",1880,"1.880"
"46","Mulleres",1998,"1998","36","36 Pontevedra",5540,"5.540"
"46","Mulleres",1999,"1999","15","15 A Coruña",7536,"7.536"
"46","Mulleres",1999,"1999","27","27 Lugo",2064,"2.064"
"46","Mulleres",1999,"1999","32","32 Ourense",2070,"2.070"
"46","Mulleres",1999,"1999","36","36 Pontevedra",6067,"6.067"
"46","Mulleres",2000,"2000","15","15 A Coruña",7370,"7.370"
"46","Mulleres",2000,"2000","27","27 Lugo",2148,"2.148"
"46","Mulleres",2000,"2000","32","32 Ourense",2015,"2.015"
"46","Mulleres",2000,"2000","36","36 Pontevedra",6060,"6.060"
"46","Mulleres",2001,"2001","15","15 A Coruña",7300,"7.300"
"46","Mulleres",2001,"2001","27","27 Lugo",2158,"2.158"
"46","Mulleres",2001,"2001","32","32 Ourense",1971,"1.971"
"46","Mulleres",2001,"2001","36","36 Pontevedra",6151,"6.151"
"46","Mulleres",2002,"2002","15","15 A Coruña",7385,"7.385"
"46","Mulleres",2002,"2002","27","27 Lugo",2156,"2.156"
"46","Mulleres",2002,"2002","32","32 Ourense",1898,"1.898"
"46","Mulleres",2002,"2002","36","36 Pontevedra",6250,"6.250"
"46","Mulleres",2003,"2003","15","15 A Coruña",7909,"7.909"
"46","Mulleres",2003,"2003","27","27 Lugo",2309,"2.309"
"46","Mulleres",2003,"2003","32","32 Ourense",2081,"2.081"
"46","Mulleres",2003,"2003","36","36 Pontevedra",6619,"6.619"
"46","Mulleres",2004,"2004","15","15 A Coruña",8254,"8.254"
"46","Mulleres",2004,"2004","27","27 Lugo",2341,"2.341"
"46","Mulleres",2004,"2004","32","32 Ourense",2193,"2.193"
"46","Mulleres",2004,"2004","36","36 Pontevedra",6556,"6.556"
"46","Mulleres",2005,"2005","15","15 A Coruña",8278,"8.278"
"46","Mulleres",2005,"2005","27","27 Lugo",2466,"2.466"
"46","Mulleres",2005,"2005","32","32 Ourense",2209,"2.209"
"46","Mulleres",2005,"2005","36","36 Pontevedra",6787,"6.787"
"46","Mulleres",2006,"2006","15","15 A Coruña",8384,"8.384"
"46","Mulleres",2006,"2006","27","27 Lugo",2489,"2.489"
"46","Mulleres",2006,"2006","32","32 Ourense",2304,"2.304"
"46","Mulleres",2006,"2006","36","36 Pontevedra",6734,"6.734"
"46","Mulleres",2007,"2007","15","15 A Coruña",8441,"8.441"
"46","Mulleres",2007,"2007","27","27 Lugo",2532,"2.532"
"46","Mulleres",2007,"2007","32","32 Ourense",2411,"2.411"
"46","Mulleres",2007,"2007","36","36 Pontevedra",7128,"7.128"
"46","Mulleres",2008,"2008","15","15 A Coruña",8299,"8.299"
"46","Mulleres",2008,"2008","27","27 Lugo",2591,"2.591"
"46","Mulleres",2008,"2008","32","32 Ourense",2314,"2.314"
"46","Mulleres",2008,"2008","36","36 Pontevedra",7037,"7.037"
"46","Mulleres",2009,"2009","15","15 A Coruña",8366,"8.366"
"46","Mulleres",2009,"2009","27","27 Lugo",2557,"2.557"
"46","Mulleres",2009,"2009","32","32 Ourense",2245,"2.245"
"46","Mulleres",2009,"2009","36","36 Pontevedra",6968,"6.968"
"46","Mulleres",2010,"2010","15","15 A Coruña",8687,"8.687"
"46","Mulleres",2010,"2010","27","27 Lugo",2473,"2.473"
"46","Mulleres",2010,"2010","32","32 Ourense",2313,"2.313"
"46","Mulleres",2010,"2010","36","36 Pontevedra",6950,"6.950"
"46","Mulleres",2011,"2011","15","15 A Coruña",8824,"8.824"
"46","Mulleres",2011,"2011","27","27 Lugo",2569,"2.569"
"46","Mulleres",2011,"2011","32","32 Ourense",2289,"2.289"
"46","Mulleres",2011,"2011","36","36 Pontevedra",7153,"7.153"
"46","Mulleres",2012,"2012","15","15 A Coruña",8808,"8.808"
"46","Mulleres",2012,"2012","27","27 Lugo",2530,"2.530"
"46","Mulleres",2012,"2012","32","32 Ourense",2275,"2.275"
"46","Mulleres",2012,"2012","36","36 Pontevedra",7267,"7.267"
"46","Mulleres",2013,"2013","15","15 A Coruña",9068,"9.068"
"46","Mulleres",2013,"2013","27","27 Lugo",2635,"2.635"
"46","Mulleres",2013,"2013","32","32 Ourense",2284,"2.284"
"46","Mulleres",2013,"2013","36","36 Pontevedra",7235,"7.235"
"46","Mulleres",2014,"2014","15","15 A Coruña",8921,"8.921"
"46","Mulleres",2014,"2014","27","27 Lugo",2516,"2.516"
"46","Mulleres",2014,"2014","32","32 Ourense",2342,"2.342"
"46","Mulleres",2014,"2014","36","36 Pontevedra",7527,"7.527"
"46","Mulleres",2015,"2015","15","15 A Coruña",9099,"9.099"
"46","Mulleres",2015,"2015","27","27 Lugo",2506,"2.506"
"46","Mulleres",2015,"2015","32","32 Ourense",2296,"2.296"
"46","Mulleres",2015,"2015","36","36 Pontevedra",7583,"7.583"
"46","Mulleres",2016,"2016","15","15 A Coruña",9128,"9.128"
"46","Mulleres",2016,"2016","27","27 Lugo",2563,"2.563"
"46","Mulleres",2016,"2016","32","32 Ourense",2271,"2.271"
"46","Mulleres",2016,"2016","36","36 Pontevedra",7694,"7.694"
"46","Mulleres",2017,"2017","15","15 A Coruña",9058,"9.058"
"46","Mulleres",2017,"2017","27","27 Lugo",2419,"2.419"
"46","Mulleres",2017,"2017","32","32 Ourense",2102,"2.102"
"46","Mulleres",2017,"2017","36","36 Pontevedra",7745,"7.745"
"46","Mulleres",2018,"2018","15","15 A Coruña",9234,"9.234"
"46","Mulleres",2018,"2018","27","27 Lugo",2428,"2.428"
"46","Mulleres",2018,"2018","32","32 Ourense",2164,"2.164"
"46","Mulleres",2018,"2018","36","36 Pontevedra",7752,"7.752"
"46","Mulleres",2019,"2019","15","15 A Coruña",9292,"9.292"
"46","Mulleres",2019,"2019","27","27 Lugo",2379,"2.379"
"46","Mulleres",2019,"2019","32","32 Ourense",2147,"2.147"
"46","Mulleres",2019,"2019","36","36 Pontevedra",8076,"8.076"
"46","Mulleres",2020,"2020","15","15 A Coruña",9389,"9.389"
"46","Mulleres",2020,"2020","27","27 Lugo",2353,"2.353"
"46","Mulleres",2020,"2020","32","32 Ourense",2204,"2.204"
"46","Mulleres",2020,"2020","36","36 Pontevedra",7955,"7.955"
"46","Mulleres",2021,"2021","15","15 A Coruña",9580,"9.580"
"46","Mulleres",2021,"2021","27","27 Lugo",2416,"2.416"
"46","Mulleres",2021,"2021","32","32 Ourense",2267,"2.267"
"46","Mulleres",2021,"2021","36","36 Pontevedra",8205,"8.205"
"47","Homes",1998,"1998","15","15 A Coruña",7047,"7.047"
"47","Homes",1998,"1998","27","27 Lugo",2208,"2.208"
"47","Homes",1998,"1998","32","32 Ourense",2032,"2.032"
"47","Homes",1998,"1998","36","36 Pontevedra",5719,"5.719"
"47","Homes",1999,"1999","15","15 A Coruña",6713,"6.713"
"47","Homes",1999,"1999","27","27 Lugo",2127,"2.127"
"47","Homes",1999,"1999","32","32 Ourense",1849,"1.849"
"47","Homes",1999,"1999","36","36 Pontevedra",5319,"5.319"
"47","Homes",2000,"2000","15","15 A Coruña",7344,"7.344"
"47","Homes",2000,"2000","27","27 Lugo",2347,"2.347"
"47","Homes",2000,"2000","32","32 Ourense",2037,"2.037"
"47","Homes",2000,"2000","36","36 Pontevedra",5911,"5.911"
"47","Homes",2001,"2001","15","15 A Coruña",7198,"7.198"
"47","Homes",2001,"2001","27","27 Lugo",2361,"2.361"
"47","Homes",2001,"2001","32","32 Ourense",2068,"2.068"
"47","Homes",2001,"2001","36","36 Pontevedra",5847,"5.847"
"47","Homes",2002,"2002","15","15 A Coruña",7307,"7.307"
"47","Homes",2002,"2002","27","27 Lugo",2397,"2.397"
"47","Homes",2002,"2002","32","32 Ourense",2174,"2.174"
