"Idade","Sexo","CodTempo","Tempo","CodEspazo","Espazo","DatoN","DatoT"
"20","Mulleres",2009,"2009","36","36 Pontevedra",4897,"4.897"
"20","Mulleres",2010,"2010","15","15 A Coruña",5096,"5.096"
"20","Mulleres",2010,"2010","27","27 Lugo",1552,"1.552"
"20","Mulleres",2010,"2010","32","32 Ourense",1538,"1.538"
"20","Mulleres",2010,"2010","36","36 Pontevedra",4949,"4.949"
"20","Mulleres",2011,"2011","15","15 A Coruña",4959,"4.959"
"20","Mulleres",2011,"2011","27","27 Lugo",1549,"1.549"
"20","Mulleres",2011,"2011","32","32 Ourense",1370,"1.370"
"20","Mulleres",2011,"2011","36","36 Pontevedra",4544,"4.544"
"20","Mulleres",2012,"2012","15","15 A Coruña",4761,"4.761"
"20","Mulleres",2012,"2012","27","27 Lugo",1412,"1.412"
"20","Mulleres",2012,"2012","32","32 Ourense",1363,"1.363"
"20","Mulleres",2012,"2012","36","36 Pontevedra",4459,"4.459"
"20","Mulleres",2013,"2013","15","15 A Coruña",4665,"4.665"
"20","Mulleres",2013,"2013","27","27 Lugo",1343,"1.343"
"20","Mulleres",2013,"2013","32","32 Ourense",1262,"1.262"
"20","Mulleres",2013,"2013","36","36 Pontevedra",4451,"4.451"
"20","Mulleres",2014,"2014","15","15 A Coruña",4708,"4.708"
"20","Mulleres",2014,"2014","27","27 Lugo",1381,"1.381"
"20","Mulleres",2014,"2014","32","32 Ourense",1286,"1.286"
"20","Mulleres",2014,"2014","36","36 Pontevedra",4229,"4.229"
"20","Mulleres",2015,"2015","15","15 A Coruña",4305,"4.305"
"20","Mulleres",2015,"2015","27","27 Lugo",1287,"1.287"
"20","Mulleres",2015,"2015","32","32 Ourense",1159,"1.159"
"20","Mulleres",2015,"2015","36","36 Pontevedra",3982,"3.982"
"20","Mulleres",2016,"2016","15","15 A Coruña",4230,"4.230"
"20","Mulleres",2016,"2016","27","27 Lugo",1181,"1.181"
"20","Mulleres",2016,"2016","32","32 Ourense",1102,"1.102"
"20","Mulleres",2016,"2016","36","36 Pontevedra",3785,"3.785"
"20","Mulleres",2017,"2017","15","15 A Coruña",4154,"4.154"
"20","Mulleres",2017,"2017","27","27 Lugo",1125,"1.125"
"20","Mulleres",2017,"2017","32","32 Ourense",1062,"1.062"
"20","Mulleres",2017,"2017","36","36 Pontevedra",3875,"3.875"
"20","Mulleres",2018,"2018","15","15 A Coruña",4187,"4.187"
"20","Mulleres",2018,"2018","27","27 Lugo",1113,"1.113"
"20","Mulleres",2018,"2018","32","32 Ourense",1084,"1.084"
"20","Mulleres",2018,"2018","36","36 Pontevedra",3892,"3.892"
"20","Mulleres",2019,"2019","15","15 A Coruña",4212,"4.212"
"20","Mulleres",2019,"2019","27","27 Lugo",1179,"1.179"
"20","Mulleres",2019,"2019","32","32 Ourense",1098,"1.098"
"20","Mulleres",2019,"2019","36","36 Pontevedra",3773,"3.773"
"20","Mulleres",2020,"2020","15","15 A Coruña",4385,"4.385"
"20","Mulleres",2020,"2020","27","27 Lugo",1108,"1.108"
"20","Mulleres",2020,"2020","32","32 Ourense",1076,"1.076"
"20","Mulleres",2020,"2020","36","36 Pontevedra",4000,"4.000"
"20","Mulleres",2021,"2021","15","15 A Coruña",4437,"4.437"
"20","Mulleres",2021,"2021","27","27 Lugo",1246,"1.246"
"20","Mulleres",2021,"2021","32","32 Ourense",1105,"1.105"
"20","Mulleres",2021,"2021","36","36 Pontevedra",4090,"4.090"
"21","Homes",1998,"1998","15","15 A Coruña",9595,"9.595"
"21","Homes",1998,"1998","27","27 Lugo",2428,"2.428"
"21","Homes",1998,"1998","32","32 Ourense",2496,"2.496"
"21","Homes",1998,"1998","36","36 Pontevedra",8545,"8.545"
"21","Homes",1999,"1999","15","15 A Coruña",9610,"9.610"
"21","Homes",1999,"1999","27","27 Lugo",2515,"2.515"
"21","Homes",1999,"1999","32","32 Ourense",2435,"2.435"
"21","Homes",1999,"1999","36","36 Pontevedra",8498,"8.498"
"21","Homes",2000,"2000","15","15 A Coruña",9378,"9.378"
"21","Homes",2000,"2000","27","27 Lugo",2550,"2.550"
"21","Homes",2000,"2000","32","32 Ourense",2411,"2.411"
"21","Homes",2000,"2000","36","36 Pontevedra",8228,"8.228"
"21","Homes",2001,"2001","15","15 A Coruña",8678,"8.678"
"21","Homes",2001,"2001","27","27 Lugo",2407,"2.407"
"21","Homes",2001,"2001","32","32 Ourense",2359,"2.359"
"21","Homes",2001,"2001","36","36 Pontevedra",7775,"7.775"
"21","Homes",2002,"2002","15","15 A Coruña",8436,"8.436"
"21","Homes",2002,"2002","27","27 Lugo",2428,"2.428"
"21","Homes",2002,"2002","32","32 Ourense",2188,"2.188"
"21","Homes",2002,"2002","36","36 Pontevedra",7510,"7.510"
"21","Homes",2003,"2003","15","15 A Coruña",8107,"8.107"
"21","Homes",2003,"2003","27","27 Lugo",2275,"2.275"
"21","Homes",2003,"2003","32","32 Ourense",2152,"2.152"
"21","Homes",2003,"2003","36","36 Pontevedra",7186,"7.186"
"21","Homes",2004,"2004","15","15 A Coruña",7594,"7.594"
"21","Homes",2004,"2004","27","27 Lugo",2121,"2.121"
"21","Homes",2004,"2004","32","32 Ourense",2005,"2.005"
"21","Homes",2004,"2004","36","36 Pontevedra",6635,"6.635"
"21","Homes",2005,"2005","15","15 A Coruña",6956,"6.956"
"21","Homes",2005,"2005","27","27 Lugo",2027,"2.027"
"21","Homes",2005,"2005","32","32 Ourense",1965,"1.965"
"21","Homes",2005,"2005","36","36 Pontevedra",6340,"6.340"
"21","Homes",2006,"2006","15","15 A Coruña",6692,"6.692"
"21","Homes",2006,"2006","27","27 Lugo",1964,"1.964"
"21","Homes",2006,"2006","32","32 Ourense",1909,"1.909"
"21","Homes",2006,"2006","36","36 Pontevedra",5915,"5.915"
"21","Homes",2007,"2007","15","15 A Coruña",6227,"6.227"
"21","Homes",2007,"2007","27","27 Lugo",1863,"1.863"
"21","Homes",2007,"2007","32","32 Ourense",1783,"1.783"
"21","Homes",2007,"2007","36","36 Pontevedra",5554,"5.554"
"21","Homes",2008,"2008","15","15 A Coruña",5910,"5.910"
"21","Homes",2008,"2008","27","27 Lugo",1855,"1.855"
"21","Homes",2008,"2008","32","32 Ourense",1635,"1.635"
"21","Homes",2008,"2008","36","36 Pontevedra",5269,"5.269"
"21","Homes",2009,"2009","15","15 A Coruña",5881,"5.881"
"21","Homes",2009,"2009","27","27 Lugo",1761,"1.761"
"21","Homes",2009,"2009","32","32 Ourense",1575,"1.575"
"21","Homes",2009,"2009","36","36 Pontevedra",5290,"5.290"
"21","Homes",2010,"2010","15","15 A Coruña",5546,"5.546"
"21","Homes",2010,"2010","27","27 Lugo",1684,"1.684"
"21","Homes",2010,"2010","32","32 Ourense",1553,"1.553"
"21","Homes",2010,"2010","36","36 Pontevedra",5197,"5.197"
"21","Homes",2011,"2011","15","15 A Coruña",5406,"5.406"
"21","Homes",2011,"2011","27","27 Lugo",1692,"1.692"
"21","Homes",2011,"2011","32","32 Ourense",1538,"1.538"
"21","Homes",2011,"2011","36","36 Pontevedra",4991,"4.991"
"21","Homes",2012,"2012","15","15 A Coruña",5115,"5.115"
"21","Homes",2012,"2012","27","27 Lugo",1542,"1.542"
"21","Homes",2012,"2012","32","32 Ourense",1455,"1.455"
"21","Homes",2012,"2012","36","36 Pontevedra",4800,"4.800"
"21","Homes",2013,"2013","15","15 A Coruña",5019,"5.019"
"21","Homes",2013,"2013","27","27 Lugo",1498,"1.498"
"21","Homes",2013,"2013","32","32 Ourense",1384,"1.384"
